1.545294,true,0.230938,true,404.882141,false,0.676922,true,0.257229,true,3.923006,true,0.131073,true,10.560100,true,15.291418,true,1.695389,true,4.054193,true,1.699331,true,false
0.004573,true,0.230938,true,0.363393,true,0.035152,true,0.289530,true,0.194741,true,0.131073,true,0.435330,true,0.028715,true,0.000098,true,0.294104,true,1.041780,true,true
0.004680,true,0.230938,true,0.029262,true,0.046050,true,0.219538,true,0.334822,true,0.156365,true,0.783341,true,0.028715,true,0.000098,true,1.535998,true,0.917396,true,true
0.004517,true,0.230938,true,0.363393,true,0.032657,true,0.241794,true,0.192900,true,0.131073,true,0.373961,true,0.028715,true,0.000098,true,4.213035,true,1.041780,true,true
1.366153,true,0.230938,true,1.070359,true,0.074088,true,0.297904,true,0.140672,true,0.156365,true,0.012361,true,0.842081,true,1.471100,true,7.883153,true,1.867191,true,true
5.526421,true,0.230938,true,1.070359,true,1.561626,true,0.306398,true,5.235458,true,0.156365,true,8.921071,true,9.999701,true,6.217798,true,11.482357,true,7.560059,true,true
0.004563,true,0.230938,true,0.029262,true,0.040417,true,0.241794,true,0.259000,true,0.131073,true,0.557081,true,0.028715,true,0.000098,true,2.521344,true,0.978600,true,true
3.526591,true,0.230938,true,1.070359,true,0.649333,true,0.306398,true,2.100791,true,0.131073,true,2.513472,true,4.685662,true,3.858371,true,10.331740,true,4.365752,true,true
0.004546,true,0.230938,true,0.029262,true,0.033893,true,0.241794,true,0.194126,true,0.156365,true,0.424279,true,0.028715,true,0.000098,true,0.433605,true,0.917396,true,true
2.566915,true,0.230938,true,0.029262,true,0.356941,true,0.297904,true,0.900294,true,0.156365,true,0.974116,true,2.006318,true,3.169123,true,2.165903,true,4.365752,true,true
5.226159,true,0.230938,true,0.363393,true,1.678033,true,0.306398,true,6.111609,true,0.156365,true,10.072846,true,9.999701,true,5.935140,true,7.994445,true,6.720460,true,true
5.160410,true,0.230938,true,1.070359,true,0.799061,true,0.306398,true,1.888193,true,0.131073,true,3.190310,true,5.827573,true,5.525126,true,12.283175,true,5.628025,true,true
0.004556,true,0.230938,true,0.029262,true,0.033272,true,0.226837,true,0.192900,true,0.156365,true,0.373961,true,0.028715,true,0.000098,true,1.014063,true,0.917396,true,true
0.004540,true,0.230938,true,0.029262,true,0.036434,true,0.281276,true,0.224074,true,0.131073,true,0.474600,true,0.028715,true,0.000098,true,0.433605,true,1.041780,true,true
0.004536,true,0.230938,true,1.070359,true,0.030846,true,0.265125,true,0.173220,true,0.156365,true,0.330332,true,0.028715,true,0.000098,true,6.336607,true,1.041780,true,true
2.850502,true,0.230938,true,20.960878,true,0.321436,true,0.273141,true,0.728164,true,0.156365,true,0.726104,true,4.685662,true,3.023432,true,6.934981,true,3.980566,true,true
6.404680,true,0.230938,true,1.070359,true,4.034390,true,0.297904,true,15.220738,false,0.156365,true,30.571447,false,12.896681,true,7.802632,true,15.298605,true,14.340489,false,false
0.004603,true,0.230938,true,0.067964,true,0.035790,true,0.226837,true,0.200318,true,0.156365,true,0.442437,true,0.028715,true,0.000098,true,0.600098,true,0.917396,true,true
0.004533,true,0.230938,true,0.029262,true,0.032657,true,0.273141,true,0.188636,true,0.156365,true,0.357283,true,0.028715,true,0.000094,true,5.220837,true,0.917396,true,true
0.004600,true,0.230938,true,0.029262,true,0.033893,true,0.234256,true,0.192900,true,0.156365,true,0.400661,true,0.028715,true,0.000098,true,5.220837,true,0.917396,true,true
0.004540,true,0.230938,true,1.070359,true,0.035152,true,0.281276,true,0.202195,true,0.156365,true,0.438369,true,0.028715,true,0.000098,true,1.998305,true,0.978600,true,true
0.004560,true,0.230938,true,0.029262,true,0.030846,true,0.249452,true,0.168608,true,0.156365,true,0.334750,true,0.028715,true,0.000098,true,2.903779,true,0.917396,true,true
0.004523,true,0.230938,true,0.029262,true,0.039067,true,0.219538,true,0.259000,true,0.156365,true,0.543441,true,0.028715,true,0.000098,true,1.014063,true,0.917396,true,true
0.004500,true,0.230938,true,0.363393,true,0.034520,true,0.241794,true,0.196591,true,0.131073,true,0.429285,true,0.028715,true,0.000089,true,0.600098,true,0.917396,true,true
2.291758,true,0.230938,true,0.029262,true,0.500638,true,0.273141,true,0.130936,true,0.131073,true,0.897054,true,2.238772,true,1.711480,true,1.837455,true,4.365752,true,true
0.004570,true,0.230938,true,0.029262,true,0.035152,true,0.226837,true,0.204711,true,0.156365,true,0.448574,true,0.028715,true,0.000098,true,2.521344,true,0.917396,true,true
0.004596,true,0.230938,true,0.363393,true,0.037083,true,0.226837,true,0.228718,true,0.156365,true,0.480955,true,0.028715,true,0.000098,true,0.433605,true,0.917396,true,true
0.004507,true,0.230938,true,0.029262,true,0.030846,true,0.226837,true,0.186824,true,0.156365,true,0.343675,true,0.028715,true,0.000098,true,6.934981,true,0.917396,true,true
0.004570,true,0.230938,true,1.263873,true,0.040417,true,0.249452,true,0.259000,true,0.156365,true,0.563965,true,0.028715,true,0.000098,true,2.165903,true,0.917396,true,true
0.004523,true,0.230938,true,0.363393,true,0.031444,true,0.241794,true,0.185621,true,0.131073,true,0.343675,true,0.028715,true,0.000098,true,4.213035,true,1.041780,true,true
9.313292,true,0.230938,true,7.626564,true,5.486392,true,0.323742,true,14.553665,false,0.131073,true,37.331402,false,17.304119,true,12.783230,false,48.050583,false,20.424076,false,false
0.004540,true,0.230938,true,0.363393,true,0.033893,true,0.234256,true,0.192900,true,0.131073,true,0.405526,true,0.028715,true,0.000098,true,3.313205,true,0.917396,true,true
0.004573,true,0.230938,true,0.029262,true,0.034520,true,0.226837,true,0.192900,true,0.156365,true,0.410420,true,0.028715,true,0.000098,true,0.181595,true,0.917396,true,true
0.010887,true,0.230938,true,1.070359,true,0.042487,true,0.323742,true,0.281465,true,0.131073,true,0.545702,true,0.028715,true,0.001618,true,5.765225,true,1.174069,true,true
0.004526,true,0.230938,true,1.263873,true,0.040417,true,0.241794,true,0.259000,true,0.156365,true,0.570891,true,0.028715,true,0.000098,true,1.837455,true,0.917396,true,true
2.441739,true,0.230938,true,0.363393,true,0.760174,true,0.332594,true,3.467559,true,0.156365,true,6.992398,true,2.775034,true,2.628880,true,4.703440,true,3.733656,true,true
