0,85433.758,00000000
100,83962.258,00000000
200,85292.367,00000000
300,85117.156,00000000
400,84288.570,00000000
500,85763.750,00000000
600,84907.516,00000000
700,84312.781,00000000
800,84642.648,00000000
900,84376.930,00000000
1000,84018.742,00000000
1100,83588.273,00000000
1200,84141.375,00000000
1300,84048.273,00000000
1400,84147.102,00000000
1500,84118.805,00000000
1600,83794.328,00000000
1700,84720.766,00000000
1800,84436.742,00000000
1900,84369.328,00000000
2000,84041.297,00000000
2100,84301.047,00000000
2200,84652.156,00000000
2300,84184.297,00000000
2400,83725.758,00000000
2500,84434.797,00000000
2600,84768.945,00000000
2700,84877.969,00000000
2800,84311.469,00000000
2900,84797.727,00000000
3000,85026.750,00000000
3100,84846.914,00000000
3200,84508.094,00000000
3300,84285.078,00000000
3400,84715.508,00000000
3500,84851.945,00000000
3600,84233.867,00000000
3700,84520.828,00000000
3800,84062.063,00000000
3900,84544.008,00000000
4000,84936.344,00000000
4100,84567.836,00000000
4200,84826.594,00000000
4300,84674.344,00000000
4400,84497.297,00000000
4500,84247.648,00000000
4600,84259.609,00000000
4700,84907.406,00000000
4800,84620.664,00000000
4900,84357.070,00000000
5000,84357.859,00000000
5100,85090.406,00000000
5200,84774.164,00000000
5300,84523.898,00000000
5400,84181.750,00000000
5500,84516.477,00000000
5600,84663.313,00000000
5700,84569.633,00000000
5800,84153.813,00000000
5900,85095.656,00000000
6000,84730.477,00000000
6100,84477.547,00000000
6200,84241.680,00000000
6300,84592.961,00000000
6400,84542.445,00000000
6500,84892.484,00000000
6600,84142.883,00000000
6700,84875.234,00000000
6800,84606.148,00000000
6900,85087.148,00000000
7000,84611.484,00000000
7100,84367.789,00000000
7200,84732.211,00000000
7300,85103.492,00000000
7400,84704.828,00000000
7500,84511.961,00000000
7600,84824.781,00000000
7700,84953.703,00000000
7800,84886.242,00000000
7900,97283.023,00000000
8000,109498.266,00000000
8100,114004.328,00000000
8200,114742.344,00000000
8300,114290.000,00000000
8400,113514.922,00000000
8500,96314.047,00000000
8600,88166.781,00000000
8700,85998.953,00000000
8800,85521.977,00000000
8900,84993.852,00000000
9000,84474.633,00000000
9100,84516.617,00000000
9200,84711.602,00000000
9300,84785.742,00000000
9400,84006.969,00000000
9500,83934.367,00000000
9600,84290.289,00000000
9700,84379.969,00000000
9800,84433.031,00000000
9900,84235.094,00000000
10000,84285.992,00000000
10100,84817.953,00000000
10200,84501.023,00000000
10300,83845.594,00000000
10400,84880.148,00000000
10500,84857.773,00000000
10600,84504.398,00000000
10700,84058.344,00000000
10800,84066.391,00000000
10900,84505.820,00000000
11000,84327.039,00000000
11100,84145.141,00000000
11200,84690.023,00000000
11300,84686.461,00000000
11400,84725.422,00000000
11500,84557.422,00000000
11600,83939.688,00000000
11700,84689.125,00000000
11800,84959.781,00000000
11900,84402.070,00000000
12000,83739.750,00000000
12100,84769.656,00000000
12200,84559.633,00000000
12300,84409.477,00000000
12400,84201.875,00000000
12500,84686.648,00000000
12600,84491.969,00000000
12700,84440.063,00000000
12800,84117.352,00000000
12900,84207.289,00000000
13000,84761.094,00000000
13100,84591.711,00000000
13200,84096.766,00000000
13300,84865.547,00000000
13400,84778.711,00000000
13500,84508.023,00000000
13600,84315.641,00000000
13700,84535.344,00000000
13800,84757.000,00000000
13900,84689.695,00000000
14000,84326.234,00000000
14100,84770.477,00000000
14200,84501.016,00000000
14300,84707.086,00000000
14400,84542.281,00000000
14500,84445.789,00000000
14600,84895.148,00000000
14700,84889.570,00000000
14800,84867.328,00000000
14900,84374.859,00000000
15000,84817.117,00000000
15100,84687.320,00000000
15200,84675.211,00000000
15300,84200.992,00000000
15400,84893.492,00000000
15500,84848.945,00000000
15600,84205.500,00000000
15700,84002.625,00000000
15800,84511.453,00000000
15900,84511.070,00000000
16000,84560.781,00000000
16100,84180.602,00000000
16200,84501.094,00000000
16300,84427.742,00000000
16400,84643.664,00000000
16500,84259.086,00000000
16600,84486.508,00000000
16700,84752.898,00000000
16800,84548.750,00000000
16900,84492.805,00000000
17000,84098.250,00000000
17100,84565.047,00000000
17200,84917.055,00000000
17300,84621.320,00000000
17400,84181.133,00000000
17500,84572.352,00000000
17600,84384.617,00000000
17700,84717.102,00000000
17800,84639.414,00000000
17900,84472.375,00000000
18000,85072.648,00000000
18100,84429.211,00000000
18200,84670.906,00000000
18300,84494.789,00000000
18400,84712.320,00000000
18500,84633.086,00000000
18600,84436.578,00000000
18700,84119.453,00000000
18800,84818.938,00000000
18900,84670.094,00000000
19000,84261.500,00000000
19100,84146.820,00000000
19200,84310.797,00000000
19300,84327.945,00000000
19400,84228.906,00000000
19500,84193.641,00000000
19600,84348.922,00000000
19700,84502.156,00000000
19800,84682.477,00000000
19900,84411.500,00000000
20000,84012.328,00000000
20100,84278.398,00000000
20200,84930.516,00000000
20300,84461.461,00000000
20400,84253.422,00000000
20500,84656.727,00000000
20600,84619.156,00000000
20700,84526.258,00000000
20800,83975.031,00000000
20900,84347.313,00000000
21000,102662.242,00000000
21100,113679.570,00000000
21200,116573.109,00000000
21300,117422.422,00000000
21400,97104.180,00000000
21500,65681.984,00000000
21600,53959.660,00000000
21700,57964.203,00000000
21800,74515.703,00000000
21900,81235.805,00000000
22000,83355.539,00000000
22100,84042.992,00000000
22200,84453.414,00000000
22300,84646.047,00000000
22400,84830.922,00000000
22500,84335.641,00000000
22600,84296.109,00000000
22700,84496.672,00000000
22800,85001.703,00000000
